Date,Open,High,Low,Close,Adj Close,Volume
2021-10-14,4.349474,4.936062,3.686592,4.708953,4.708953,5789368
2021-10-15,4.708466,7.770774,3.057811,5.589416,5.589416,12020046
2021-10-16,5.589550,7.021842,4.630469,4.914721,4.914721,8562219
2021-10-17,4.914991,7.472420,4.786585,6.438834,6.438834,4006536
2021-10-18,6.439406,7.245604,5.604695,6.024771,6.024771,3481259
2021-10-19,6.025148,6.555105,5.643457,5.945327,5.945327,2507970
2021-10-20,5.944904,5.944904,4.993046,5.351362,5.351362,2207155
2021-10-21,5.350663,5.973866,4.824368,5.379693,5.379693,1879162
2021-10-22,5.379426,5.587175,4.864378,5.239473,5.239473,1466850
2021-10-23,5.239385,6.013942,4.925755,5.680546,5.680546,1480343
2021-10-24,5.681016,5.953863,5.299258,5.701265,5.701265,1127101
2021-10-25,5.701078,6.021311,1.375245,5.603890,5.603890,898338
2021-10-26,5.604592,5.813474,5.135805,5.419437,5.419437,990643
2021-10-27,5.419374,5.755751,4.610493,5.363726,5.363726,1232824
2021-10-28,5.364011,6.109521,5.103341,5.749980,5.749980,1919866
2021-10-29,5.750974,9.073505,5.750974,7.661832,7.661832,4781685
2021-10-30,7.661801,13.383566,7.222881,13.291057,13.291057,6643726
2021-10-31,13.290870,17.988726,11.367064,16.606285,16.606285,10475381
2021-11-01,16.606920,16.973661,12.722693,13.082558,13.082558,8179184
2021-11-02,13.082979,16.918924,12.374976,15.766415,15.766415,6099886
2021-11-03,15.767696,17.502899,15.565061,16.697838,16.697838,5088085
2021-11-04,16.696096,19.455076,13.589516,18.542643,18.542643,6589672
2021-11-05,18.532801,20.489168,16.945587,17.715179,17.715179,5327595
2021-11-06,17.716080,23.237642,17.510084,23.019232,23.019232,4955246
2021-11-07,23.018000,33.489040,22.652536,29.883715,29.883715,10111596
2021-11-08,29.876419,31.680817,24.157631,26.415714,26.415714,10005305
2021-11-09,26.417450,26.737675,21.722906,24.561138,24.561138,5957728
2021-11-10,24.562527,31.143414,22.935917,24.052780,24.052780,6450795
2021-11-11,24.066317,28.366154,23.728531,28.113691,28.113691,5432316
2021-11-12,28.153704,28.452009,24.350901,24.472916,24.472916,4050753
2021-11-13,24.439459,28.062489,24.439459,27.263781,27.263781,3123317
2021-11-14,27.269293,28.010155,24.274696,24.521641,24.521641,2405515
2021-11-15,24.517830,26.177332,19.964262,20.736067,20.736067,3399719
2021-11-16,20.737871,27.892315,17.148682,19.936541,19.936541,3989965
2021-11-17,19.934893,24.463505,19.206656,21.087982,21.087982,3624017
2021-11-18,21.096367,24.263466,18.719559,19.845894,19.845894,2991391
2021-11-19,19.843641,24.796076,19.251825,24.784206,24.784206,2864275
2021-11-20,24.782700,28.076233,24.508047,26.432226,26.432226,3276945
2021-11-21,26.407188,28.185892,22.721535,23.817139,23.817139,3340112
2021-11-22,23.825342,25.227551,21.732857,24.197363,24.197363,2643373
2021-11-23,24.199371,24.483644,21.577984,22.992645,22.992645,2157330
2021-11-24,22.993139,26.495609,22.769821,23.961990,23.961990,1449975
2021-11-25,26.135252,29.359457,25.572174,27.804617,27.804617,2231637
2021-11-26,25.918234,26.137724,21.067167,23.201790,23.201790,3564580
